risk_score,Decision
0.3269582510506195,Loan Approved
0.20523079441720404,Loan Approved
0.3173947899545454,Loan Approved
0.11562152019570998,Loan Approved
1.0482748566176292,Loan Rejected
-0.018769880184767163,Loan Approved
-0.16127178443350493,Loan Approved
0.3187076588954879,Loan Approved
0.8165373022715141,Loan Rejected
0.06561706475753093,Loan Approved
-0.2757910059566172,Loan Approved
0.09294286875162472,Loan Approved
0.172909512361455,Loan Approved
0.10608186072397367,Loan Approved
0.06900826860611455,Loan Approved
-0.34319477336237864,Loan Approved
0.11556611253034545,Loan Approved
0.6943823418465185,Loan Review Required
-0.1142762907564125,Loan Approved
0.09812948809841053,Loan Approved
-0.10516240919749303,Loan Approved
-0.17039279298436796,Loan Approved
0.6881147587754146,Loan Review Required
0.24124274669874515,Loan Approved
-0.038399390442653884,Loan Approved
0.16174238466974578,Loan Approved
-0.12564593356276132,Loan Approved
-0.15811610891429562,Loan Approved
-0.2374768778048293,Loan Approved
0.7654805029542737,Loan Rejected
0.6653642347728771,Loan Review Required
-0.027071479016462063,Loan Approved
0.4045279684397912,Loan Review Required
-0.05590857563729842,Loan Approved
0.6402091430314556,Loan Review Required
-0.1332226687383593,Loan Approved
-0.11865116090738922,Loan Approved
0.10922767836432544,Loan Approved
0.18077450556060012,Loan Approved
-0.030187537189466908,Loan Approved
0.18463738612114736,Loan Approved
0.15871519155991046,Loan Approved
-0.1825827817899638,Loan Approved
-0.13714751804617867,Loan Approved
0.6360294726665596,Loan Review Required
0.4406508475205909,Loan Review Required
0.5575493366044171,Loan Review Required
0.2819871800127044,Loan Approved
0.32968102803214205,Loan Approved
0.012852816991513666,Loan Approved
0.047476076776232,Loan Approved
0.1786188584942558,Loan Approved
0.8253464937832309,Loan Rejected
-0.2878141212316653,Loan Approved
-0.17870292864825274,Loan Approved
-0.019831318048488443,Loan Approved
0.2738786013819718,Loan Approved
0.8960929807544079,Loan Rejected
0.16653352466884772,Loan Approved
0.7438381268364664,Loan Rejected
0.12939294363845433,Loan Approved
0.5931504343256089,Loan Review Required
0.08954191155191206,Loan Approved
0.7832930499627809,Loan Rejected
0.4251157193629446,Loan Review Required
0.6598434015848118,Loan Review Required
-0.12232876776643345,Loan Approved
0.5622369226424269,Loan Review Required
0.5109392256159571,Loan Review Required
0.7221876582237337,Loan Rejected
1.1631115640416534,Loan Rejected
0.19647554373597714,Loan Approved
0.4110412125670114,Loan Review Required
0.07785171158649938,Loan Approved
-0.03459235255264611,Loan Approved
0.2660750615677189,Loan Approved
0.3001693240610303,Loan Approved
-0.0046581085794674,Loan Approved
0.7973498837153772,Loan Rejected
0.7765202418773711,Loan Rejected
0.09667372533711813,Loan Approved
1.075439413232105,Loan Rejected
0.061227227600995415,Loan Approved
0.7083828264670238,Loan Rejected
0.4814833355109116,Loan Review Required
-0.012229984133329793,Loan Approved
0.2556279054377424,Loan Approved
-0.17242063107498098,Loan Approved
0.7906220482196773,Loan Rejected
0.6607342018732962,Loan Review Required
-0.07452599925851118,Loan Approved
0.4531984495065992,Loan Review Required
0.8351875482884035,Loan Rejected
0.783638920811331,Loan Rejected
0.06607889548710782,Loan Approved
0.2186690460438601,Loan Approved
0.3962229008262457,Loan Approved
0.9240011795567142,Loan Rejected
0.445145866753899,Loan Review Required
1.2203591810161591,Loan Rejected
-0.12036180104552185,Loan Approved
0.09393400966052136,Loan Approved
0.3356771971008524,Loan Approved
0.8331790592711321,Loan Rejected
0.2062803480962041,Loan Approved
0.6816534327722699,Loan Review Required
-0.35079127350297384,Loan Approved
0.8644090533393636,Loan Rejected
0.08745406282189254,Loan Approved
0.4513643625359039,Loan Review Required
0.19427111845368272,Loan Approved
0.1858358703174763,Loan Approved
0.5197727247569994,Loan Review Required
0.08786255060920367,Loan Approved
-0.13566542200149226,Loan Approved
0.20374130007986835,Loan Approved
0.24681707626862875,Loan Approved
0.009982937200007437,Loan Approved
0.9233594015133076,Loan Rejected
0.2968639903809581,Loan Approved
0.6670354782715875,Loan Review Required
-0.16755782355685025,Loan Approved
-0.05101990501674317,Loan Approved
1.1238365954265703,Loan Rejected
0.6052387919161062,Loan Review Required
0.6620012531153365,Loan Review Required
-0.11864677414214768,Loan Approved
0.8416798211528858,Loan Rejected
0.6626054594962083,Loan Review Required
0.6332529124058464,Loan Review Required
-0.10093494615744857,Loan Approved
0.22769436947792426,Loan Approved
0.7204764955899099,Loan Rejected
-0.25352856002574065,Loan Approved
-0.22123277283008871,Loan Approved
0.20139888655004906,Loan Approved
0.5963516937965861,Loan Review Required
0.6070792307976556,Loan Review Required
0.5518358775110057,Loan Review Required
-0.14266139117586193,Loan Approved
0.21840819987581966,Loan Approved
0.5531763322928507,Loan Review Required
0.3951562669321584,Loan Approved
0.2675720194145349,Loan Approved
-0.3006188315252898,Loan Approved
0.6053143640892502,Loan Review Required
0.2980515957908127,Loan Approved
0.2406043125098408,Loan Approved
-0.24681299690468514,Loan Approved
0.8601614961317974,Loan Rejected
0.0652561633546993,Loan Approved
-0.06942337486494178,Loan Approved
0.29925190481691605,Loan Approved
0.3607428404217701,Loan Approved
0.09333817487492853,Loan Approved
0.6451031271268313,Loan Review Required
-0.13160984541507856,Loan Approved
0.03028513943856786,Loan Approved
-0.008190549554446591,Loan Approved
0.03328794389511625,Loan Approved
0.9252761624364,Loan Rejected
0.8051402679946622,Loan Rejected
0.11696043616925472,Loan Approved
0.6555652290723468,Loan Review Required
0.12432811849540028,Loan Approved
0.008497885175714828,Loan Approved
0.3545457671238517,Loan Approved
-0.34735935371674376,Loan Approved
0.3532820574851761,Loan Approved
0.8556889537050254,Loan Rejected
0.5527181224139015,Loan Review Required
0.7845764937388351,Loan Rejected
0.4117878618340526,Loan Review Required
0.6489519221264484,Loan Review Required
-0.14813932250338424,Loan Approved
0.8382611210458706,Loan Rejected
0.14102720814142514,Loan Approved
0.849797403727194,Loan Rejected
-0.1414827442896951,Loan Approved
0.2406325196649433,Loan Approved
0.7410535496054911,Loan Rejected
0.9391105943792653,Loan Rejected
0.23821407283953305,Loan Approved
0.1577719877968111,Loan Approved
0.05609737829167116,Loan Approved
-0.020744609486300053,Loan Approved
0.6825051237971473,Loan Review Required
0.3752900121258658,Loan Approved
0.2558851127919268,Loan Approved
0.6905102046606689,Loan Review Required
-0.07826883153254614,Loan Approved
-0.3920812496712646,Loan Approved
0.10824113057183744,Loan Approved
0.012426255714831913,Loan Approved
0.9640737171308188,Loan Rejected
0.06896945622798219,Loan Approved
-0.10208035359783424,Loan Approved
0.07093135212188317,Loan Approved
0.5221568101290173,Loan Review Required
0.06793009587427735,Loan Approved
0.6422278136277391,Loan Review Required
0.3301973366744269,Loan Approved
0.7861567434435299,Loan Rejected
0.6674691214669264,Loan Review Required
0.3912581102507719,Loan Approved
0.5685347516507555,Loan Review Required
0.3096802713955057,Loan Approved
0.7565683371625607,Loan Rejected
0.07925192575056639,Loan Approved
0.3827469864418886,Loan Approved
0.4573923773000133,Loan Review Required
0.5420329768907699,Loan Review Required
0.4868452886389074,Loan Review Required
-0.05114916724585504,Loan Approved
0.24779795096618104,Loan Approved
0.7437759472909957,Loan Rejected
0.9076662593577688,Loan Rejected
0.5824118608783648,Loan Review Required
0.2499664282171002,Loan Approved
0.04213394055179846,Loan Approved
-0.18667038053187532,Loan Approved
-0.05261952971381853,Loan Approved
-0.18883615860438466,Loan Approved
0.6057753856851942,Loan Review Required
-0.060560285747027987,Loan Approved
0.7456000174389081,Loan Rejected
0.04000845709157638,Loan Approved
0.771626711470683,Loan Rejected
0.041390595716961985,Loan Approved
0.2803993305720208,Loan Approved
0.13822103660963891,Loan Approved
0.39303701339212027,Loan Approved
0.5594816673766958,Loan Review Required
0.013226368615109356,Loan Approved
0.2690181842432582,Loan Approved
0.17453309132229902,Loan Approved
0.08836829997427395,Loan Approved
0.028035459770107383,Loan Approved
0.13604592442738234,Loan Approved
-0.21190568251988692,Loan Approved
0.7922321053520658,Loan Rejected
0.35627297437095906,Loan Approved
0.6465856546195643,Loan Review Required
0.015056679639180863,Loan Approved
0.2547716124877476,Loan Approved
0.626644051357764,Loan Review Required
0.7496587481862025,Loan Rejected
-0.352198446885614,Loan Approved
0.0925172599165658,Loan Approved
0.6779705893992554,Loan Review Required
0.5419117234251216,Loan Review Required
0.09508269538511722,Loan Approved
0.6652042083572114,Loan Review Required
0.6866205695814636,Loan Review Required
0.25101426961168943,Loan Approved
-0.2749357784945718,Loan Approved
0.19060116946795924,Loan Approved
0.8672690205163679,Loan Rejected
0.037202383383044615,Loan Approved
0.0254083792585592,Loan Approved
0.6122669142693855,Loan Review Required
0.8605700965039409,Loan Rejected
0.6244097739656083,Loan Review Required
-0.004635888279694411,Loan Approved
0.6519489703015375,Loan Review Required
0.24359168769653175,Loan Approved
0.6414876422256972,Loan Review Required
0.14477936106254533,Loan Approved
0.6351784529316764,Loan Review Required
0.8382220070410074,Loan Rejected
-0.009945903990236316,Loan Approved
0.08155465707224446,Loan Approved
0.8464303125324739,Loan Rejected
0.27054658553996763,Loan Approved
0.533734897656414,Loan Review Required
0.8849007365066532,Loan Rejected
0.3642154356327158,Loan Approved
0.4119601763545542,Loan Review Required
-0.2573498444360903,Loan Approved
-0.03213118728281625,Loan Approved
-0.16595433439897644,Loan Approved
-0.08319661188803372,Loan Approved
0.08732555309502033,Loan Approved
0.11649520400281388,Loan Approved
0.2965898246040969,Loan Approved
0.5505805459454063,Loan Review Required
0.5608228593286047,Loan Review Required
0.6719284396556544,Loan Review Required
0.6124486077773099,Loan Review Required
-0.0010136000740788992,Loan Approved
-0.07688537062985515,Loan Approved
0.24084214041353824,Loan Approved
0.7690257132857421,Loan Rejected
0.7148554507601883,Loan Rejected
0.1194198732721042,Loan Approved
0.11635148092413278,Loan Approved
0.5830790427502539,Loan Review Required
0.2585169467532962,Loan Approved
0.3018581108614594,Loan Approved
-0.02264433358154073,Loan Approved
1.2896270563210894,Loan Rejected
-0.01777456665968404,Loan Approved
0.12028022251948213,Loan Approved
0.17274457890085593,Loan Approved
0.07364384514838447,Loan Approved
-0.1560297957119445,Loan Approved
-0.11031946457720017,Loan Approved
0.2005793031822974,Loan Approved
0.22269861792748946,Loan Approved
0.8654872204824721,Loan Rejected
0.09984756445986807,Loan Approved
-0.14375818354019204,Loan Approved
0.2931890743508118,Loan Approved
0.21584392411392286,Loan Approved
0.17488277768549776,Loan Approved
0.4750780681143656,Loan Review Required
0.2857984938609633,Loan Approved
0.6954862182106931,Loan Review Required
0.15836851081974535,Loan Approved
0.11101623504323366,Loan Approved
-0.17408629943578868,Loan Approved
0.044362194122404136,Loan Approved
0.15760895984049558,Loan Approved
0.3210687006483817,Loan Approved
0.20013510235399395,Loan Approved
0.7281365257420127,Loan Rejected
-0.16666681802023464,Loan Approved
0.7243573901175684,Loan Rejected
1.0358308237981064,Loan Rejected
0.5873924139418505,Loan Review Required
0.17242311503897456,Loan Approved
-0.18611282228045709,Loan Approved
0.6811677671127865,Loan Review Required
-0.2399692739270795,Loan Approved
0.3660332093570492,Loan Approved
-0.3384403478309831,Loan Approved
0.1280916782145534,Loan Approved
0.8018401629901772,Loan Rejected
1.0407589964842543,Loan Rejected
0.9294939555154528,Loan Rejected
0.11894876781739945,Loan Approved
1.2027262431176424,Loan Rejected
0.10642197028110664,Loan Approved
0.27087273828806,Loan Approved
0.5863763987985677,Loan Review Required
-0.25667823391252403,Loan Approved
-0.10061618203259697,Loan Approved
0.21302169624361966,Loan Approved
-0.06876264017906644,Loan Approved
-0.27346047022502723,Loan Approved
-0.21924278087421029,Loan Approved
0.03409576804691264,Loan Approved
-0.21411022869398744,Loan Approved
0.663669708021595,Loan Review Required
0.06564113977872332,Loan Approved
1.0812122122650891,Loan Rejected
0.2715871304577892,Loan Approved
0.114100603917623,Loan Approved
0.1841455800592051,Loan Approved
0.2592776775066526,Loan Approved
0.18475947647031185,Loan Approved
0.3480188069542384,Loan Approved
-0.23500657213806805,Loan Approved
0.2970784300323359,Loan Approved
-0.06726750559525617,Loan Approved
0.6631153253271278,Loan Review Required
0.6848149693263799,Loan Review Required
-0.27198934608052017,Loan Approved
0.5714806227119256,Loan Review Required
0.7136307587911224,Loan Rejected
0.8152116523999562,Loan Rejected
0.09098440792127804,Loan Approved
0.2124884258495084,Loan Approved
0.5202544113029959,Loan Review Required
0.2706813401433169,Loan Approved
-0.12424774344909698,Loan Approved
0.5895562332598978,Loan Review Required
0.6927440968785643,Loan Review Required
-0.13442043682337868,Loan Approved
0.7592446497009464,Loan Rejected
-0.25902906066612474,Loan Approved
-0.4174378823808147,Loan Approved
0.7357216430229391,Loan Rejected
-0.04258767846376825,Loan Approved
0.18219633246173225,Loan Approved
1.0812705755880891,Loan Rejected
0.3682208964510059,Loan Approved
0.2795088313186518,Loan Approved
0.427942618616164,Loan Review Required
-0.16941396837486153,Loan Approved
-0.2995621327045818,Loan Approved
0.8079450624616022,Loan Rejected
0.693805529434536,Loan Review Required
1.0023715838574003,Loan Rejected
-0.022723400843068564,Loan Approved
-0.14303430184124094,Loan Approved
0.06659904707356859,Loan Approved
0.7152400504390835,Loan Rejected
-0.013066002168876156,Loan Approved
0.4713368682994389,Loan Review Required
0.5195816615211004,Loan Review Required
0.8763060575808705,Loan Rejected
-0.100659609855364,Loan Approved
-0.09364297020157766,Loan Approved
-0.0923275044522514,Loan Approved
-0.0715632750227996,Loan Approved
-0.19514704154227705,Loan Approved
0.6593569900865002,Loan Review Required
0.6033955317253725,Loan Review Required
0.3430694659069789,Loan Approved
-0.24328893913037505,Loan Approved
-0.01283805740364827,Loan Approved
0.3763360765391365,Loan Approved
0.5641746088964731,Loan Review Required
0.2381777290972063,Loan Approved
0.2576800370002137,Loan Approved
0.21236978662296813,Loan Approved
0.8292824984110541,Loan Rejected
0.3159805026511067,Loan Approved
0.6789875390893132,Loan Review Required
0.04283060253592845,Loan Approved
-0.2246652756584744,Loan Approved
0.3865555794563947,Loan Approved
-0.19359304744049893,Loan Approved
0.2712791392233228,Loan Approved
0.8705010166464355,Loan Rejected
0.027111326626897525,Loan Approved
0.23001525877778944,Loan Approved
0.2667086767542878,Loan Approved
0.6147193811260325,Loan Review Required
0.7021932166920271,Loan Rejected
-0.15735286294851528,Loan Approved
0.30697922637990405,Loan Approved
0.020704723269955136,Loan Approved
0.8107747986208964,Loan Rejected
0.5694526433364293,Loan Review Required
0.09908600766932796,Loan Approved
0.15537828656697833,Loan Approved
0.19216039252548614,Loan Approved
0.7099550623492257,Loan Rejected
0.6386057538600403,Loan Review Required
0.12255169436649165,Loan Approved
0.5221093995264972,Loan Review Required
-0.028463614331796738,Loan Approved
0.6562721164095544,Loan Review Required
0.7617061044381197,Loan Rejected
-0.033896289274126856,Loan Approved
0.2811549332797329,Loan Approved
0.06004623219511381,Loan Approved
0.8615620774645854,Loan Rejected
0.6588566168943903,Loan Review Required
0.14113580199201428,Loan Approved
0.3918099860139519,Loan Approved
0.4478905938834368,Loan Review Required
0.4458413175837551,Loan Review Required
0.2792741376699485,Loan Approved
-0.16491184122090302,Loan Approved
0.22800629341545756,Loan Approved
-0.050366953199418786,Loan Approved
0.5083151394398453,Loan Review Required
0.6144259809351267,Loan Review Required
0.6524493662806097,Loan Review Required
0.4239108701800355,Loan Review Required
1.277800064588499,Loan Rejected
-0.2499765772203953,Loan Approved
-0.14552210334458374,Loan Approved
0.8603979724823614,Loan Rejected
0.2263216044166544,Loan Approved
0.6628200711592729,Loan Review Required
1.2095067555036465,Loan Rejected
0.2675580828446304,Loan Approved
0.19461617740377474,Loan Approved
0.5252243776640897,Loan Review Required
0.4001484358690053,Loan Review Required
0.2310153289177133,Loan Approved
0.18895694074402494,Loan Approved
0.02450423737321572,Loan Approved
-0.03745985224815804,Loan Approved
0.8837084524165826,Loan Rejected
0.06429536979204778,Loan Approved
0.3621163032637323,Loan Approved
0.034985659532103086,Loan Approved
0.3807396883852063,Loan Approved
0.10974949523541803,Loan Approved
-0.16656715687008838,Loan Approved
0.379690450739862,Loan Approved
0.4360751096778301,Loan Review Required
-0.15270834035727482,Loan Approved
1.2033644148445457,Loan Rejected
0.3142643192192509,Loan Approved
0.7018570007787197,Loan Rejected
0.8870231997474969,Loan Rejected
-0.06681259076147594,Loan Approved
0.09543776535363943,Loan Approved
0.269219237855418,Loan Approved
-0.08741139526812401,Loan Approved
-0.16300506003692733,Loan Approved
0.9086970366659112,Loan Rejected
-0.03271151115883593,Loan Approved
0.003985486426664271,Loan Approved
0.06472500842615038,Loan Approved
-0.026986754986766857,Loan Approved
0.6769069024676766,Loan Review Required
0.3097582003833585,Loan Approved
0.2670506228732127,Loan Approved
0.32915781845712155,Loan Approved
-0.1254220730440566,Loan Approved
0.34856278844153904,Loan Approved
0.28510612221415466,Loan Approved
0.15124624330258468,Loan Approved
0.5182359513732729,Loan Review Required
0.6689303061015699,Loan Review Required
0.8341509873485426,Loan Rejected
0.1951283849626842,Loan Approved
0.05365180442867557,Loan Approved
0.27443643088415115,Loan Approved
0.6097118697681492,Loan Review Required
0.8483635310998936,Loan Rejected
0.2700320832960801,Loan Approved
0.2373394382947071,Loan Approved
0.18153713734015495,Loan Approved
0.5454416847718715,Loan Review Required
-0.2614586470033754,Loan Approved
0.04650250302063913,Loan Approved
0.9056701575924366,Loan Rejected
0.4237784179339342,Loan Review Required
0.0893072319926887,Loan Approved
-0.21424849729926965,Loan Approved
0.03153374122821979,Loan Approved
1.1968779932298923,Loan Rejected
0.6006365821755935,Loan Review Required
0.4515727415633883,Loan Review Required
-0.1344239395856388,Loan Approved
0.07567417910470206,Loan Approved
0.604313542608548,Loan Review Required
0.12513531514943688,Loan Approved
0.159952653581141,Loan Approved
0.008443716222133635,Loan Approved
0.6163820991565252,Loan Review Required
-0.07866134175994742,Loan Approved
-0.03139564142011342,Loan Approved
1.1201806538305608,Loan Rejected
-0.17852250322788635,Loan Approved
0.013654538254420756,Loan Approved
-0.2370703990999911,Loan Approved
0.6845172277310678,Loan Review Required
0.9765819397256884,Loan Rejected
0.032424889886030164,Loan Approved
-0.00883062766105655,Loan Approved
0.04902102579994913,Loan Approved
1.2029888484775748,Loan Rejected
-0.05268402006050815,Loan Approved
-0.1702929398261444,Loan Approved
0.22350505572042945,Loan Approved
0.2647840523308652,Loan Approved
0.6342351442954461,Loan Review Required
0.4134480208699824,Loan Review Required
0.13103809434166286,Loan Approved
0.7804117294598216,Loan Rejected
0.09552800099950016,Loan Approved
0.7552637955708184,Loan Rejected
-0.12239472759776625,Loan Approved
0.08378901720589954,Loan Approved
0.02138505713369975,Loan Approved
0.11975306518359707,Loan Approved
0.07685357524271623,Loan Approved
0.1565172314155931,Loan Approved
0.0311144905468511,Loan Approved
0.5283803325369925,Loan Review Required
-0.17583231195703647,Loan Approved
0.03826849517580562,Loan Approved
-0.014061209087569635,Loan Approved
-0.10315255500200056,Loan Approved
0.4283021782968138,Loan Review Required
0.12356076212208628,Loan Approved
-0.19477319074621446,Loan Approved
0.35133309805603385,Loan Approved
-0.2525238216469482,Loan Approved
0.14149914567436506,Loan Approved
-0.10123918302762107,Loan Approved
0.08189143613994085,Loan Approved
-0.032507155299051835,Loan Approved
0.8401160401054886,Loan Rejected
0.18158806737755087,Loan Approved
0.3620156275020506,Loan Approved
0.7980888307729612,Loan Rejected
-0.28216320931977823,Loan Approved
-0.09192813872436532,Loan Approved
-0.18799409083972415,Loan Approved
0.0857163013430762,Loan Approved
0.29185768294164804,Loan Approved
0.8803280170932564,Loan Rejected
0.5263327910245539,Loan Review Required
0.5775703972465309,Loan Review Required
0.11408800531102585,Loan Approved
0.6820904165569268,Loan Review Required
0.20415908062363775,Loan Approved
0.12047006821169792,Loan Approved
0.011210547849518054,Loan Approved
-0.1662102742367762,Loan Approved
0.3503332692619733,Loan Approved
0.1303332550162055,Loan Approved
0.7060974958625565,Loan Rejected
-0.14658964210707287,Loan Approved
0.4036906613149901,Loan Review Required
-0.2581736878854114,Loan Approved
0.0599866447301268,Loan Approved
0.6901909586160442,Loan Review Required
0.27386409948172985,Loan Approved
0.04931097832304682,Loan Approved
0.6746648719898927,Loan Review Required
-0.1855199411055952,Loan Approved
0.2197545610573877,Loan Approved
0.6700986355165413,Loan Review Required
0.05136537273890626,Loan Approved
0.6739567485871045,Loan Review Required
0.6303167036684836,Loan Review Required
-0.05279458543943598,Loan Approved
-0.0527113660418877,Loan Approved
0.4432304276507251,Loan Review Required
-0.14114763253361848,Loan Approved
-0.2281893510247553,Loan Approved
0.9200052160504096,Loan Rejected
0.6763794646868959,Loan Review Required
-0.22337516918366035,Loan Approved
0.2614428761452568,Loan Approved
0.3560944322734118,Loan Approved
0.3269682533670055,Loan Approved
0.4005605890508894,Loan Review Required
0.28765464074998365,Loan Approved
0.285847642223908,Loan Approved
-0.11413083640098808,Loan Approved
-0.08488174571668071,Loan Approved
0.6986576355705993,Loan Review Required
0.1889978125185306,Loan Approved
0.09071819915753293,Loan Approved
0.29259952087823904,Loan Approved
0.0379686135446194,Loan Approved
0.14572768853226628,Loan Approved
0.8966947795930336,Loan Rejected
0.7328513268399197,Loan Rejected
0.010547777083505405,Loan Approved
-0.12765095420249736,Loan Approved
0.06597946177596667,Loan Approved
-0.11293849645423662,Loan Approved
0.16131289217221395,Loan Approved
1.202082141011234,Loan Rejected
0.4048074520161442,Loan Review Required
-0.07432331275471613,Loan Approved
0.2145269216776357,Loan Approved
0.020531406124565943,Loan Approved
0.6863088330062435,Loan Review Required
0.40823904951806295,Loan Review Required
-0.0002831261960629522,Loan Approved
0.5010296024333205,Loan Review Required
0.2011815668054873,Loan Approved
0.5707630269715791,Loan Review Required
-0.12192884097253605,Loan Approved
0.2796464770270583,Loan Approved
0.24152246688785045,Loan Approved
0.03705305531530809,Loan Approved
0.02210651464486921,Loan Approved
0.8104393493672783,Loan Rejected
0.3368262118535701,Loan Approved
-0.1298948413389445,Loan Approved
1.0895337204749649,Loan Rejected
-0.15205138482789118,Loan Approved
0.746004524762393,Loan Rejected
0.779988118706211,Loan Rejected
0.049573139250976915,Loan Approved
0.3350279930808445,Loan Approved
0.3491735966129875,Loan Approved
0.4280906813090872,Loan Review Required
0.1069244225487928,Loan Approved
-0.11707205619947415,Loan Approved
-0.15715121464073514,Loan Approved
0.16667468350869924,Loan Approved
0.06814350308668031,Loan Approved
0.1876231208969787,Loan Approved
0.8765054304177813,Loan Rejected
0.6468003572387289,Loan Review Required
0.4236183154107958,Loan Review Required
-0.10008292801081707,Loan Approved
0.012079224302709302,Loan Approved
0.7827685929730668,Loan Rejected
0.6297040257214961,Loan Review Required
-0.06426679013733458,Loan Approved
0.21207875747665084,Loan Approved
0.15921044358039774,Loan Approved
0.6018494716808405,Loan Review Required
0.2694612725282373,Loan Approved
0.6698828140796158,Loan Review Required
0.7075666341605601,Loan Rejected
0.6084742270801706,Loan Review Required
0.25331092387422177,Loan Approved
1.176002293832333,Loan Rejected
-0.1085559062331342,Loan Approved
1.1119761615458723,Loan Rejected
-0.14971850952791704,Loan Approved
0.9492815752107636,Loan Rejected
0.8488102774705581,Loan Rejected
-0.0592854552551721,Loan Approved
0.0051823932348105005,Loan Approved
0.17792960326406226,Loan Approved
0.8031827522060515,Loan Rejected
0.1902178561819895,Loan Approved
-0.05543491939191511,Loan Approved
-0.08012010517814915,Loan Approved
0.07189065317717235,Loan Approved
0.050943504924807585,Loan Approved
0.05809273699944864,Loan Approved
0.8005963837908294,Loan Rejected
0.048242420441504015,Loan Approved
-0.2494213587296561,Loan Approved
0.9404857690938292,Loan Rejected
0.2264662589280749,Loan Approved
0.6579414256119447,Loan Review Required
-0.09366926596253324,Loan Approved
0.07260507215781689,Loan Approved
0.7818509831181202,Loan Rejected
0.9977282455241044,Loan Rejected
-0.19856594550795093,Loan Approved
-0.21473320842510216,Loan Approved
0.6104081290120238,Loan Review Required
0.35073150204562265,Loan Approved
0.4753296063747681,Loan Review Required
0.3493086940291051,Loan Approved
0.8596893591652681,Loan Rejected
0.3760527906975208,Loan Approved
0.688496122315176,Loan Review Required
0.03849524521106243,Loan Approved
0.18196896507782728,Loan Approved
0.738055675736869,Loan Rejected
-0.0030613618531339024,Loan Approved
-0.14895175609109,Loan Approved
0.5694462675703589,Loan Review Required
