revenue,profit,balance,transactions,loan_amount,credit_utilization,profit_ratio,transaction_ratio,risk_score,default
150027,115114,127257,136,78693,0.5245220892100141,0.7672834404244541,0.0009064974538086224,1,1
457431,113407,113691,134,72339,0.1581415379772294,0.2479210024659403,0.0002929397156298641,0,0
499587,-41587,252562,244,117931,0.2360565105647053,-0.08324259189572207,0.0004884024436135376,1,1
448252,177024,186268,96,297124,0.66284888221607,0.3949198332191865,0.00021416476855704256,1,0
111769,161058,46976,45,113894,1.0190033103695089,1.4409770063523306,0.00040261250782857655,2,1
622703,103806,318012,33,204376,0.3282073023458979,0.16670199645417405,5.2994681261080705e-05,1,0
457569,76743,416849,59,283035,0.6185610944773478,0.1677186004327207,0.00012894201980024914,1,0
147829,190479,121141,191,162863,1.1016911317053373,1.2885003044037069,0.0012920246228776298,1,1
816657,197754,447769,91,174167,0.2132679775377208,0.24215032486059035,0.00011142975394840925,0,0
678318,64841,294425,288,293867,0.4332283188293414,0.09559071764169956,0.0004245789960180977,0,0
296703,49496,165782,21,291582,0.9827370038826575,0.16681945642795512,7.077761000862813e-05,2,0
575623,-6188,395054,46,73828,0.128257334649007,-0.010750072964296137,7.991327672230484e-05,2,1
439871,64465,34729,137,50984,0.1159064455114215,0.14655399752655318,0.0003114542412338135,0,0
147169,109896,429889,77,189767,1.2894407827682273,0.7467282734252905,0.0005232044574301828,1,1
507129,123819,61907,32,278855,0.5498688699150119,0.24415633072387752,6.31001912724548e-05,2,0
197485,35325,472848,39,245631,1.24378943317501,0.17887343912986237,0.0001974823531794659,2,1
466981,79931,372950,141,231094,0.49486703984307745,0.1711650556124219,0.0003019388327601492,0,0
946574,197803,177555,77,97744,0.10326070306103584,0.2089670654728891,8.134590497319282e-05,0,0
797763,-14917,499725,275,52032,0.06522229631820939,-0.01869851234199588,0.00034471347416027795,1,1
169708,35760,135223,205,105507,0.6216936049355073,0.21071363333706522,0.00120795007925331,1,1
938281,72007,452870,271,238349,0.25402704091094147,0.076743452394909,0.00028882574748316606,0,0
626329,-44314,180740,286,132369,0.21134066706049526,-0.0707518400843006,0.000456628294988265,1,1
321877,41080,56919,202,145560,0.4522210278428473,0.12762599494218307,0.0006275669663661387,0,0
767586,123790,368555,70,70796,0.09223189032643857,0.16127162132761497,9.119487432694925e-05,0,0
172557,43516,425330,203,251383,1.4568029300293235,0.25218187507968337,0.001176416045619444,1,1
382672,-11698,331636,99,230262,0.601720006376201,-0.030569180475236036,0.00025870651966561527,2,1
411914,91808,84048,83,142993,0.34714200745299395,0.22288093417331245,0.0002014978818445553,0,0
377949,2671,351603,43,181088,0.4791321603386691,0.007067072364069321,0.00011377166291837545,1,0
291233,137239,387829,265,129767,0.4455764093478097,0.4712327544174101,0.0009099212317243179,0,0
102925,-21061,274562,234,93245,0.9059421331830636,-0.20462273866661485,0.0022734780327614014,2,1
660677,-9118,267728,138,289429,0.43807876151468644,-0.013800974150796607,0.00020887633612743273,1,1
837994,-38650,120857,36,250231,0.2986067935966205,-0.04612199356798072,4.295968353033133e-05,2,1
436381,40099,142832,115,81754,0.18734503256321297,0.09188967464285878,0.0002635305764215756,0,0
359038,117527,87119,179,53473,0.14893368129924603,0.3273376986901144,0.0004985530819771668,0,0
538599,125974,179302,192,150364,0.27917564054957295,0.23389157073895284,0.0003564797623468251,0,0
479981,-9719,295120,34,136524,0.2844356663374877,-0.020248675992016366,7.083598968294644e-05,2,1
676547,71970,381513,143,204924,0.3028964685432519,0.10637826140939002,0.0002113671165977876,0,0
924453,88410,450536,30,184161,0.19921056104468152,0.09563482877460641,3.24515876398393e-05,1,0
646181,53517,312971,30,76503,0.11839234147654995,0.08282031997177265,4.642654855752713e-05,1,0
470408,38294,377611,218,231926,0.493030533004258,0.08140575541709448,0.00046342650757107113,0,0
881615,112093,481744,136,204893,0.2324061723017731,0.127144924774505,0.00015426217310030672,0,0
979845,-36709,168300,193,60628,0.06187502934134548,-0.03746405047323763,0.00019696972789601632,1,1
652724,160678,161971,39,282015,0.43205791106514996,0.2461649239725765,5.974951166264507e-05,1,0
799773,89211,70869,207,171095,0.21392918499476102,0.11154526153638403,0.00025882311753070244,0,0
242443,42449,436931,100,138093,0.569587203642903,0.1750878553397898,0.00041246638398970484,1,0
576989,127421,51866,87,91455,0.15850361358082463,0.22083744952252204,0.00015078250922892944,0,0
654228,8321,463974,199,99932,0.1527477381773049,0.012718788069620882,0.0003041748378625833,0,0
768482,104847,420093,144,135535,0.1763669463085065,0.13643372722623662,0.00018738215419209013,0,0
314093,-34528,145225,138,175570,0.5589727915846848,-0.1099288747954434,0.00043935891803090796,2,1
635615,5539,318740,143,178924,0.28149700448069276,0.008714381009917938,0.0002249786034335196,0,0
611879,23404,291579,247,241194,0.3941851343400667,0.03824932993397398,0.0004036739229914362,0,0
701771,66848,474572,217,114347,0.16294038519633158,0.09525600907417224,0.00030921723864730995,0,0
278315,83227,349031,202,118579,0.4260588683367108,0.29903778438896794,0.0007257937021227669,0,0
413823,181884,426987,166,88028,0.21271845035570677,0.43952018249304053,0.00040113671512527065,0,0
828181,-29562,238115,229,238445,0.287913767746703,-0.035695052536761245,0.0002765092697015873,1,1
689073,21851,377468,221,84694,0.12290987615263382,0.031710672583786355,0.0003207202709723484,0,0
289675,108077,218342,87,282237,0.9743195846393902,0.3730961488007291,0.00030033554730112265,1,0
816060,6825,119429,177,163288,0.20009288521323773,0.008363345387170812,0.00021689555070025402,0,0
948371,100810,197804,54,82668,0.0871683263529501,0.10629795059322714,5.6939681896977135e-05,0,0
107859,50192,236936,238,175177,1.6241145929909142,0.46534396439829406,0.002206564064528092,1,1
378174,163442,84878,51,298732,0.7899305876908839,0.4321861572023534,0.00013485820056851987,1,0
742324,177195,81693,211,118726,0.15993803253292022,0.23870272454787322,0.00028424207725726605,0,0
218849,131273,475422,74,230221,1.0519579620744803,0.5998309344299748,0.00033813114005026276,1,0
715707,-21030,469218,300,107349,0.14998994003140945,-0.02938349159154292,0.0004191653579392713,1,1
616154,58290,381554,147,182146,0.2956171742499858,0.09460281909584439,0.00023857633225405944,0,0
775247,170414,38902,81,198117,0.25555306172992387,0.21981869027717582,0.00010448269456999567,0,0
788929,86735,344647,187,145382,0.18427743906303473,0.10994004537791692,0.0002370299012586668,0,0
536980,8033,316234,74,140056,0.2608211463720318,0.014959560952808386,0.00013780748294632398,0,0
810046,53747,271000,67,182598,0.22541654990389445,0.06635047102205181,8.271125008795786e-05,0,0
513940,76656,149210,198,126147,0.24545035325066497,0.14915330748081979,0.0003852582300302953,0,0
591919,164143,393090,130,290798,0.4912792269225571,0.27730605487228005,0.0002196242735504798,0,0
381680,128244,220169,95,265636,0.6959633830345235,0.335997862089022,0.0002488989496464325,1,0
561167,-33335,102626,109,82949,0.1478149146066775,-0.05940288826162575,0.00019423773272887976,1,1
903592,166146,339301,177,142400,0.1575930756435696,0.18387260636149239,0.00019588465160752684,0,0
818117,37204,137816,129,266520,0.325772076888664,0.045475102613559415,0.0001576789656259855,0,0
790306,134981,324576,171,188997,0.2391437757732122,0.17079565282858433,0.0002163716125505658,0,0
927649,149266,292637,273,291550,0.31428879426507844,0.16090766991861155,0.0002942920282434108,0,0
164643,77750,430516,220,293434,1.7822331818954835,0.47223099535968516,0.0013362163212749933,1,1
876422,19274,253491,80,188222,0.2147615934314823,0.021991663842687834,9.128012386712808e-05,0,0
446643,106626,425111,99,97465,0.21821629754345742,0.23872703987963567,0.00022165303910944736,0,0
759810,66350,30854,140,96886,0.12751328948909663,0.08732434776543115,0.00018425634796021643,0,0
965607,151531,229611,214,228944,0.2370982841898576,0.15692807018997357,0.00022162202467253793,0,0
813953,145100,267835,52,163074,0.20034793120987182,0.17826560223305002,6.388567412900483e-05,0,0
450930,199917,56074,181,119147,0.2642244600615172,0.4433427730628411,0.0004013917872135648,0,0
128822,77888,255634,144,181526,1.40911172694317,0.6046125303711294,0.0011178128129293683,1,1
394510,-32175,404526,164,75478,0.19132039410814908,-0.08155666128447622,0.0004157045050708345,1,1
542925,61938,464166,136,248726,0.4581213646058579,0.11408184540802982,0.0002504945425343417,0,0
986368,3760,352523,60,125210,0.12694032355031434,0.003811960838185304,6.0829162311467614e-05,0,0
513268,71705,163324,123,229840,0.4477963796761542,0.13970257311468257,0.00023964042246853016,0,0
433545,27969,461702,34,254587,0.5872202718973304,0.06451218555816453,7.842305084120255e-05,2,0
917517,160225,377978,132,165411,0.18028093181823135,0.1746287266298863,0.00014386638736242776,0,0
493592,143826,275093,160,122359,0.24789452038420318,0.2913858178701886,0.000324153705583345,0,0
758140,93197,494963,119,72145,0.09516039892315546,0.1229283207213434,0.00015696288685086284,0,0
571891,76400,156723,44,283449,0.49563379099550264,0.13359165716603835,7.693760360347758e-05,1,0
916108,127512,330397,50,130097,0.14201039395967074,0.13918867732988105,5.457865821643494e-05,0,0
284082,167622,324859,86,183318,0.6452973250775301,0.5900458668769338,0.0003027284279594344,1,0
499115,27360,60825,207,167352,0.3352968047507994,0.0548169163080326,0.0004147332483831414,0,0
685913,167054,459711,257,193778,0.28251063544409355,0.24354948287977793,0.00037468254037678194,0,0
516072,179808,69098,222,73127,0.14169894569179167,0.34841582489298994,0.0004301717005152372,0,0
527114,-29477,98714,125,127668,0.24220141714806068,-0.055921383379338475,0.00023713990305720763,1,1
921067,20694,455541,263,93984,0.10203806885050833,0.02246739654401195,0.00028553809273582407,0,0
109488,11952,401993,52,117087,1.0693950990510461,0.10916165094210377,0.00047493355496899234,1,1
316704,68856,440587,109,269130,0.8497813422585687,0.21741368150171295,0.0003441688637691227,1,0
269803,96960,318706,175,284897,1.055940608738195,0.35937198855465446,0.0006486189974944774,1,0
350548,168888,290992,291,77153,0.22009191297079725,0.48178143426453934,0.0008301264587832229,0,0
767072,68505,352050,185,236154,0.30786378871372083,0.08930701510807967,0.0002411765242682248,0,0
555217,42239,187748,234,137050,0.24683997997183088,0.07607642403524381,0.0004214560767122103,0,0
126782,155506,69072,108,233707,1.8433622804319192,1.226552455770884,0.0008518492226875843,1,1
657777,151883,54834,145,272206,0.4138265493829225,0.2309031314516448,0.0002204391147165153,0,0
582315,136687,434297,119,190242,0.3266989057487687,0.234729940444707,0.00020435639755734001,0,0
640750,60656,290076,192,292399,0.45633795343276873,0.09466391780894606,0.00029964838135250666,0,0
244455,13988,399617,191,51939,0.2124676833458782,0.057220931374153225,0.0007813267009195929,0,0
565157,-16294,474822,278,291734,0.516199009834418,-0.028830875613545238,0.0004918978409577499,2,1
246121,185181,495795,58,261578,1.062798124507358,0.752395153623,0.0002356554879287508,1,0
278294,-40642,128771,289,81108,0.291446127310947,-0.1460392748701917,0.0010384663756086167,1,1
718759,19366,498834,138,264935,0.3686000890422394,0.026943625132172074,0.00019199732873281762,0,0
226033,114284,215114,28,232759,1.0297521611792917,0.5056053514073104,0.0001238751692223294,2,0
800234,57052,341638,135,217445,0.2717264303610814,0.07129405737064737,0.00016870044424450317,0,0
737045,-26302,256343,198,110143,0.14943843396477288,-0.03568569668650261,0.0002686399492026278,1,1
445554,3888,151568,169,277782,0.62345165018909,0.008726195419196283,0.0003793022185813199,1,0
363925,-12426,471716,271,123486,0.33931623461912586,-0.03414430406181476,0.0007446568807944473,1,1
827578,172886,56822,259,134771,0.162849709816223,0.20890573588745,0.00031296105870255286,0,0
328878,-21821,433965,135,129010,0.3922719297978892,-0.06634963010712146,0.0004104853152679253,1,1
349926,-22312,412445,87,155398,0.44408690955542157,-0.06376187033295516,0.00024862328428500803,1,1
642263,-35139,277535,72,87289,0.13590828693496756,-0.054711146818130864,0.00011210343410186465,1,1
124521,-11897,281101,245,107857,0.8661682273011998,-0.09554135012286985,0.0019675238110534684,2,1
515987,26429,413908,210,145183,0.2813689465646488,0.05122018341511818,0.00040698620898160423,0,0
394932,10258,349906,98,217784,0.5514454350484765,0.025974025974025976,0.00024814335596164415,1,0
477387,92038,358432,263,122307,0.25620040721593335,0.19279495923651202,0.0005509145600643502,0,0
946683,144043,389724,268,184956,0.1953724790954532,0.152155312649205,0.0002830934081488649,0,0
698903,5650,464225,229,204333,0.2923620411386972,0.008084085940272198,0.0003276558726234218,0,0
480898,70371,28494,20,127831,0.26581673074803647,0.14633218201742987,4.158877435802528e-05,1,0
900764,167396,168791,287,73670,0.08178603742374538,0.18583759360099472,0.0003186180635348842,0,0
890986,-14353,420225,300,178914,0.20080427660560704,-0.0161091014795951,0.0003367052493470724,1,1
498532,-12052,33103,47,226336,0.4540040478764696,-0.024174929242397194,9.42766075666004e-05,2,1
971352,118846,71789,117,77212,0.0794891249628096,0.12235098877545032,0.00012045054681459778,0,0
103133,158018,282453,121,66303,0.6428820757461167,1.532162041615762,0.0011732309422692808,1,1
461114,96936,106286,240,103516,0.2244906368259545,0.2102208776552487,0.0005204775381412445,0,0
148067,155974,482705,141,294301,1.9876070454115677,1.0533943863630224,0.0009522651754599238,1,1
205497,98492,297594,169,227676,1.1079231914665837,0.47928446992184837,0.0008223924320431343,1,0
582287,72212,381724,257,279500,0.4800030225592834,0.12401423350644354,0.0004413623499024538,0,0
309073,39263,453545,262,87727,0.28383817467661465,0.1270343024647819,0.0008476934326407268,0,0
478534,178290,43794,263,153580,0.3209378624343047,0.37257462881502923,0.000549594073578735,0,0
817684,-22047,449043,219,142480,0.1742480294979118,-0.026962705687397958,0.00026782929856851965,1,1
263219,-32893,306263,203,74226,0.28199224982904036,-0.12496390851758984,0.0007712179925537573,1,1
605118,53587,60647,81,292841,0.48393952263934864,0.08855613523951487,0.0001338579684326554,0,0
195126,60748,475679,116,274977,1.409220661415386,0.31132544445412474,0.0005944846177105168,1,1
424347,-21515,40352,39,144020,0.33939125434784656,-0.050701311187987215,9.190570003864753e-05,2,1
560966,-7899,274587,124,287702,0.5128679583647523,-0.014081042200343336,0.00022104687084980045,2,1
418468,199166,386729,258,252697,0.603860739983129,0.4759396753403478,0.0006165331243174524,1,0
568853,112406,449106,43,146386,0.25733492249329354,0.19760079036097136,7.559057332812988e-05,1,0
296377,44269,342637,21,51958,0.17530990829278825,0.14936668713602225,7.085546160646202e-05,1,0
278474,-36920,424457,179,172858,0.6207307657778974,-0.13257922614238263,0.0006427866056198941,2,1
198222,136704,40532,159,279983,1.4124647492975084,0.6896475181991999,0.0008021268974841467,1,1
108404,192553,349378,148,255588,2.3577141275771414,1.7762372584290393,0.0013652506803191735,1,1
909956,136644,188683,75,192676,0.21174187351710025,0.15016533748297997,8.242147705880608e-05,0,0
989221,181550,180896,23,179074,0.18102508840280543,0.1835280654898496,2.3250594911961117e-05,1,0
793821,105405,33050,49,110130,0.13873387232906118,0.1327816563410941,6.172668431965857e-05,1,0
324608,-30878,380416,72,165678,0.5103925029805089,-0.09512367186368831,0.00022180531038880623,2,1
798634,33990,455688,278,238679,0.2988586776186869,0.04256011820168162,0.0003480939352770665,0,0
775041,-31293,249018,278,279352,0.3604346603151829,-0.04037587640411745,0.00035869023872254666,1,1
583777,197409,61922,122,187417,0.3210415603191624,0.3381576558212197,0.00020898355196667225,0,0
762421,-43118,379717,269,128231,0.168189008187067,-0.056553981915527095,0.0003528229773012846,1,1
341304,86655,471108,143,50279,0.14731398602423051,0.25389314542711067,0.000418980091120845,0,0
951258,1014,431410,85,84441,0.08876762269791928,0.0010659557491703101,8.935526496989779e-05,0,0
595168,57481,383870,241,96616,0.16233372369864693,0.09657929092409047,0.0004049270039266158,0,0
347210,91706,342940,86,290265,0.8359902192038847,0.2641218164171066,0.0002476880052763305,1,0
232950,5795,26154,170,193362,0.8300543891204588,0.02487647616880803,0.0007297672042618405,1,0
894241,171455,324504,40,192772,0.21557028187000835,0.19173221566421617,4.4730621017576895e-05,1,0
842335,132078,225436,71,196714,0.23353388671504008,0.1567996618926414,8.428940470311135e-05,0,0
651139,43938,56326,88,51763,0.07949596093006113,0.06747857603587554,0.00013514758730841293,0,0
233197,84175,134135,246,75875,0.3253672844535545,0.3609593564267275,0.0010548975548675375,0,0
482549,120033,356855,262,119206,0.24703346803440057,0.24874728007460367,0.0005429489172106517,0,0
361295,-49441,378169,221,262664,0.7270050042070767,-0.13684347460254195,0.0006116868163500288,2,1
638601,39768,202293,290,75600,0.1183835941635009,0.062273528739339994,0.0004541169617382971,0,0
740304,-29379,69378,171,218244,0.29480281775754585,-0.03968499469813118,0.0002309858774424055,1,1
380696,194638,248497,235,152324,0.40011872959335115,0.5112674909442417,0.0006172888149893485,0,0
966584,141926,189900,201,181532,0.1878075906412783,0.14683240480661297,0.00020794860255435372,0,0
165639,-20428,281948,294,167997,1.0142296546727843,-0.12332769862352089,0.0017749335909200677,2,1
597138,-44394,135440,154,255093,0.42719199382388356,-0.07434449935442167,0.000257896402680113,1,1
477070,-13632,459129,139,50039,0.10488795168853274,-0.02857436314510838,0.0002913612439238604,1,1
532910,148622,25299,188,117557,0.2205940579196151,0.27888709371733744,0.0003527793571534459,0,0
794284,-11620,72915,43,288251,0.36290626160635037,-0.014629509558911473,5.413673933160012e-05,2,1
660603,-5389,127038,183,124682,0.18873939606784096,-0.008157685996451731,0.00027701921272048005,1,1
142778,76692,98279,113,125869,0.8815652161732468,0.5371378143844683,0.0007914329138038507,1,1
978498,176685,484089,85,91051,0.09305170470281524,0.1805673792206226,8.686774334976326e-05,0,0
751125,8285,398201,281,277047,0.3688422448430756,0.011030106799658114,0.0003741050103444695,0,0
675947,-14450,61090,272,142740,0.2111700900069236,-0.02137738405912881,0.0004023978175836011,1,1
717509,139543,109943,163,294675,0.41069114019316805,0.19448230686680326,0.0002271745341528341,0,0
614116,180798,342176,249,180233,0.2934831636316858,0.2944031837581438,0.0004054601973239627,0,0
946027,18501,414073,122,280364,0.2963590929655359,0.019556503613000882,0.00012896024219156304,0,0
696904,-857,214611,80,144912,0.20793651932472862,-0.0012297228460120102,0.00011479326450520516,1,1
240558,73251,234570,294,128792,0.5353863293412426,0.30450326115422827,0.001222153401036752,1,0
466148,-28798,253241,137,206616,0.4432402515075652,-0.061778530040823856,0.00029389744480841964,1,1
782029,179652,428695,167,92008,0.11765277546897178,0.2297252023579658,0.00021354679487999183,0,0
610795,6420,70110,257,223889,0.36655282614817386,0.010510874334475014,0.0004207624149470527,0,0
429198,-17788,22607,140,154348,0.3596187316373058,-0.0414446445588177,0.0003261890172157903,1,1
577705,115019,254085,30,295416,0.5113604497789533,0.199096080013017,5.192952816830706e-05,2,0
261682,121536,189448,26,99785,0.3813201468952893,0.464439799299152,9.935685543195393e-05,1,0
493238,156512,348485,55,221613,0.44930145426456547,0.3173147297760315,0.00011150780858772319,0,0
677383,-428,64411,211,188144,0.27775087690290884,-0.0006318424999704746,0.0003114924474153508,1,1
643416,33176,91995,259,75306,0.11704073718910131,0.051562206158680915,0.0004025383227362659,0,0
743078,47553,283920,215,110563,0.14879037087577499,0.06399454163016315,0.0002893366654151174,0,0
624072,149301,80364,189,258136,0.4136310976440256,0.23923643548110557,0.0003028491859125455,0,0
125072,63475,266157,198,150369,1.2022498860665372,0.5075036178871539,0.0015830754839173922,1,1
834213,109084,264096,238,141438,0.16954642333981448,0.13076261007367415,0.0002852984965488472,0,0
487070,192926,453041,141,299569,0.6150417495601257,0.3960942039250951,0.0002894855164852763,1,0
466541,55476,404106,34,190213,0.40770820204826147,0.11890890852270534,7.287661132331066e-05,1,0
691674,101255,224864,28,54429,0.07869158202913218,0.146391007337261,4.048143998265081e-05,1,0
998339,80892,136378,170,227335,0.22771300358595267,0.08102650399663441,0.00017028266923092334,0,0
831679,-17501,31591,220,265155,0.31881853597537513,-0.02104294921123509,0.000264524817237399,1,1
826016,172379,451855,300,173971,0.2106143093907268,0.2086869882823235,0.000363188651081031,0,0
479647,158743,46416,176,297053,0.6193145806925079,0.33095728534258456,0.00036693575288544933,1,0
798230,172537,450630,31,252489,0.3163106920177242,0.2161492099404809,3.883587583043004e-05,1,0
766627,109109,195913,161,114025,0.14873576232540422,0.14232326499945214,0.0002100105918385449,0,0
994611,-38215,304543,234,146066,0.14685726695435003,-0.03842201783207924,0.00023526762194705071,1,1
971695,-28328,350117,260,230266,0.23697329205842158,-0.029153150779667715,0.00026757339744117503,1,1
695434,85686,75538,220,102136,0.14686634983859023,0.12321209027443256,0.00031634876012855265,0,0
222291,68287,103810,47,238025,1.0707762762492576,0.3071950407572022,0.0002114336098465082,2,0
284730,51812,366967,153,125491,0.44073529050226357,0.18196824371073048,0.0005373492875731832,0,0
979175,86066,270195,193,296760,0.3030711537047477,0.08789635366879907,0.00019710450419536425,0,0
378882,59914,340344,180,230213,0.6076097370428338,0.1581332495783659,0.00047508069773518475,1,0
515388,191212,46993,83,181433,0.35203118421231344,0.3710052018960436,0.0001610434060486351,0,0
228801,145954,161939,155,243726,1.0652267025637887,0.6379052630658822,0.0006774416307549759,1,0
125707,193536,327108,93,135442,1.0774334171254016,1.5395678874852834,0.0007398097177586153,1,1
357832,-35313,226998,53,95960,0.2681697887003155,-0.09868569975379576,0.0001481137849220167,1,1
780900,-12479,104643,251,108187,0.13854124914681887,-0.015980258701166986,0.00032142358634449183,1,1
343231,45145,72378,205,224140,0.6530276897258996,0.1315291115047548,0.0005972636584001492,1,0
668297,-12416,174280,94,117831,0.17631505705538547,-0.01857853831673894,0.00014065581522015627,1,1
372003,150720,342431,62,92318,0.24816399823657811,0.40515693379641077,0.00016666487457124118,0,0
403455,-42972,25572,145,279745,0.6933717679251269,-0.1065097557106599,0.00035939482868020304,2,1
902934,58477,55177,226,232963,0.258006390271725,0.06476324430883729,0.0002502948717238782,0,0
116222,-44843,448191,74,254930,2.1934556843309845,-0.38583585004689264,0.0006367070201251043,2,1
490605,178058,243507,270,126541,0.25792795033081534,0.36293481938663613,0.0005503397838591456,0,0
326169,18224,284480,214,91706,0.281160131219916,0.055872704417941566,0.0006560995799736334,0,0
175164,94150,384853,41,257601,1.470619130534068,0.5374932206776468,0.00023406502440556046,2,1
199903,-25540,492804,168,125321,0.6269059148391227,-0.12776132543620938,0.0008404033936289419,2,1
747311,38914,238799,80,74926,0.10026066756588949,0.052071959235232404,0.00010705033506754877,0,0
887877,36230,444139,144,254485,0.28662158539799387,0.04080515566327806,0.00016218444425923382,0,0
802334,157568,370467,22,229003,0.2854206783949348,0.19638679603906098,2.7419967968491964e-05,1,0
359928,107629,317094,172,155503,0.432037985269317,0.2990284194938446,0.0004778720247604389,0,0
632216,-16626,172926,147,106479,0.16842160207650222,-0.026297932513678058,0.00023251510161858982,1,1
198500,162201,213531,101,254207,1.28063334693528,0.817129384738616,0.0005088135576143193,1,1
653789,78734,324363,24,214981,0.32882271065632696,0.12042704844063078,3.670903501124214e-05,1,0
606000,-23225,488086,250,172710,0.28499952970374637,-0.03832501926564478,0.00041254057336539046,1,1
693497,100318,320727,69,187247,0.27000366259167297,0.14465506749839221,9.94956005640968e-05,0,0
